,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State,Índice_poder_adqui,Índice_seguridad,Índice_sanidad,Índice_clima,Índice_costo_vida,Relación_precio_ingresos_propiedades,Índice_costo_desplazamiento,Índice_contaminación,Índice_calidad_vida
475,315000,USD,Four-U Realty/Mossyrock,New,3,2.0,1088,sqft,"6616 NE 16th Ave, Vancouver, WA 98665",Vancouver, WA 98665,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
476,234900,USD,Columbia River Realty ERA Powered,New,3,2.0,1136,sqft,"514 SE 157th Ave Unit 25, Vancouver, WA 98684",Vancouver, WA 98684,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
477,365000,USD,Keller Williams Premier Partners,New,4,2.0,2250,sqft,"3607 NE Minnehaha St, Vancouver, WA 98661",Vancouver, WA 98661,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
478,299500,USD,RE/MAX Equity Group,New,3,1.0,1104,sqft,"2308 Sheridan Dr, Vancouver, WA 98661",Vancouver, WA 98661,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
479,299990,USD,Kelly Right Real Estate Seattle,New,3,2.5,1782,sqft,"12003 NE 40th Cir, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
480,205000,USD,Coldwell Banker Bain of Vancouver East,New,2,1.5,1010,sqft,"5264 NE 121st Ave Apt V237, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
481,415900,USD,"Aho Construction I, Inc.",New,4,2.5,2364,sqft,"Hidden Crest Phase 3 13115 NE 61st Avenue, Vancouver, WA 98686",Vancouver, WA 98686,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
482,449900,USD,Windermere Stellar,New,6,3.0,2676,sqft,"6609 NE 166th Ave, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
483,335000,USD,"Premiere Property Group, LLC",New,3,2.5,1800,sqft,"12216 NE 116th St, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
484,915000,USD,"Weichert Realtors, Equity Nw",New,4,2.5,3230,sqft,"17911 NE 72nd St, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
485,427900,USD,"Aho Construction I, Inc.",New,4,2.5,2556,sqft,"Hidden Crest Phase 3 13115 NE 61st Avenue, Vancouver, WA 98686",Vancouver, WA 98686,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
486,472900,USD,New Tradition Homes,New,3,2.5,2604,sqft,"Adam's Glen NE Ward Road, and NE 88th Street, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
487,700000,USD,Knipe Realty Era Powered,New,5,3.0,3059,sqft,"710 Rhododendron Dr, Vancouver, WA 98661",Vancouver, WA 98661,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
488,439900,USD,Windermere Stellar,New,4,2.5,2240,sqft,"11003 NE 133rd Ct, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
489,343900,USD,Ginn Group DBA Ginn Homes,Old,3,2.5,1634,sqft,"13715 NW 7th Pl, Vancouver, WA 98685",Vancouver, WA 98685,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
490,459000,USD,Pacific Lifestyle Homes,New,3,2.5,2127,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
491,444000,USD,Pacific Lifestyle Homes,New,3,2.5,2127,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
492,432000,USD,Pacific Lifestyle Homes,New,3,2.5,2083,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
493,444000,USD,Pacific Lifestyle Homes,New,3,2.5,2083,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
494,436000,USD,Pacific Lifestyle Homes,New,3,2.5,2171,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
495,447000,USD,Pacific Lifestyle Homes,New,3,2.5,2171,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
496,441000,USD,Pacific Lifestyle Homes,New,3,2.5,2083,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
497,453000,USD,Pacific Lifestyle Homes,New,4,2.5,2388,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
498,468900,USD,New Tradition Homes,New,3,2.5,2493,sqft,"Adam's Glen NE Ward Road, and NE 88th Street, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
499,443000,USD,Pacific Lifestyle Homes,New,4,2.5,2388,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
500,492615,USD,David Weekley New Home Realty,New,3,2.0,1949,sqft,"17502 NE 77th St, Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
501,370000,USD,Pacific Lifestyle Homes,New,3,2.0,1450,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
502,394000,USD,Pacific Lifestyle Homes,New,3,2.0,1450,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
503,394000,USD,Pacific Lifestyle Homes,New,3,2.0,1450,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
504,389000,USD,Pacific Lifestyle Homes,New,3,2.5,1775,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
505,401000,USD,Pacific Lifestyle Homes,New,3,2.5,1775,sqft,"Parkers Abby 11203 NE 133rd Pl., Vancouver, WA 98682",Vancouver, WA 98682,"90,44","62,57","74,77","91,15","73,31","11,78","36,90","25,01","173,53"
506,310000,USD,Redfin Corporation,New - 15 hours ago,3,2.0,950,sqft,"2020 W 23rd St Apt 10, Long Beach, CA 90810",Long Beach, CA 90810,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
507,450000,USD,Coldwell Banker Realty - Manhattan Beach,New - 15 hours ago,2,1.0,616,sqft,"1489 Dawson Ave, Long Beach, CA 90804",Long Beach, CA 90804,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
508,450000,USD,First Family Homes,New - 14 hours ago,2,2.0,900,sqft,"6760 Walnut Ave, Long Beach, CA 90805",Long Beach, CA 90805,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
509,769000,USD,"Beach Cities Properties, Inc.",New - 18 hours ago,3,2.0,1478,sqft,"3835 Brayton Ave, Long Beach, CA 90807",Long Beach, CA 90807,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
510,1099000,USD,Keller Williams Larchmont,New - 13 hours ago,6,6.0,2024,sqft,"1927 Caspian Ave, Long Beach, CA 90810",Long Beach, CA 90810,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
511,325000,USD,"The Betts Realty Group, Inc.",New - 20 hours ago,1,1.0,790,sqft,"2009 E Appleton St Apt B, Long Beach, CA 90803",Long Beach, CA 90803,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
512,2590000,USD,Park Estates Realty,New - 20 hours ago,4,3.0,2159,sqft,"227 Bay Shore Ave, Long Beach, CA 90803",Long Beach, CA 90803,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
513,1050000,USD,"Lyon Stahl Investment Re, Inc.",New,5,4.0,2672,sqft,"1040 Obispo Ave, Long Beach, CA 90804",Long Beach, CA 90804,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
514,710000,USD,Call Realty,New,3,2.0,1748,sqft,"3447 Cerritos Ave, Long Beach, CA 90807",Long Beach, CA 90807,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
515,917990,USD,Pulte Homes,Old,4,4.0,2465,sqft,"Dorado 3655 N. Norwalk Blvd., Long Beach, CA 90808",Long Beach, CA 90808,"110,19","42,90","79,28","96,09","69,73","9,24","35,45","44,22","165,86"
516,1680000,USD,Compass,New - 14 hours ago,5,5.0,2755,sqft,"2355 Paloma St, Pasadena, CA 91104",Pasadena, CA 91104,"108,05","80,05","86,85","67,71","76,01","6,85","43,00","40,67","177,49"
517,1850000,USD,Keller Williams Realty,New - 18 hours ago,4,3.5,2850,sqft,"3460 Grayburn Rd, Pasadena, CA 91107",Pasadena, CA 91107,"108,05","80,05","86,85","67,71","76,01","6,85","43,00","40,67","177,49"
518,699900,USD,RE/MAX Cornerstone - Brea,New - 17 hours ago,3,2.0,1319,sqft,"8871 Regal Ave, Anaheim, CA 92804",Anaheim, CA 92804,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
519,1150000,USD,"CB Richard Ellis, Inc.",New - 13 hours ago,8,8.0,3470,sqft,"1768 W Glen Ave, Anaheim, CA 92801",Anaheim, CA 92801,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
520,400000,USD,Coldwell Banker Diamond,New - 20 hours ago,3,1.5,1068,sqft,"5488 E Willow Woods /C Ln Unit 99, Anaheim, CA 92807",Anaheim, CA 92807,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
521,449000,USD,Huntington Beach Realty Inc,New - 18 hours ago,2,1.0,1148,sqft,"1028 N Rosemont St, Anaheim, CA 92805",Anaheim, CA 92805,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
522,724900,USD,Regency Real Estate Brokers,New - 18 hours ago,4,2.5,1909,sqft,"2235 E Belmont Pl, Anaheim, CA 92806",Anaheim, CA 92806,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
523,469000,USD,Advance Estate Realty,New - 18 hours ago,3,2.5,1365,sqft,"2626 W Ball Rd Apt K2, Anaheim, CA 92804",Anaheim, CA 92804,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
524,668880,USD,KB Home,New - 20 hours ago,3,3.5,1933,sqft,"350 S Quadrilateral Way, Anaheim, CA 92802",Anaheim, CA 92802,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
525,665880,USD,KB Home,New - 20 hours ago,3,2.5,1964,sqft,"1696 W Rhombus Ln, Anaheim, CA 92802",Anaheim, CA 92802,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
526,484999,USD,Berkshire Hathaway HomeServices California Properties -,New,2,1.0,815,sqft,"3330 W Brady Ave, Anaheim, CA 92804",Anaheim, CA 92804,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
527,589900,USD,Advance Estate Realty,New,3,2.5,1930,sqft,"435 N Santa Maria St, Anaheim, CA 92801",Anaheim, CA 92801,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
528,549000,USD,New Star Realty &amp; Investment,New,2,2.5,1551,sqft,"2764 W Madison Cir, Anaheim, CA 92801",Anaheim, CA 92801,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
529,1150000,USD,"CB Richard Ellis, Inc.",New,8,8.0,3469,sqft,"1804 W Glen Ave, Anaheim, CA 92801",Anaheim, CA 92801,"97,72","46,76","74,07","95,41","74,20","5,23","41,89","48,68","157,86"
530,650000,USD,Century 21 Masters,New - 17 hours ago,3,2.0,1507,sqft,"60 Arboles, Irvine, CA 92612",Irvine, CA 92612,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
531,599999,USD,Strategic Sales &amp; Mkt. Grp.Inc,New - 6 hours ago,2,2.5,1076,sqft,"307 Placemark, Irvine, CA 92614",Irvine, CA 92614,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
532,965000,USD,Unisource Capital Management,New - 17 hours ago,4,3.5,2347,sqft,"49 Waterman, Irvine, CA 92602",Irvine, CA 92602,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
533,739000,USD,Pacific Sotheby's International Realty,New - 15 hours ago,3,2.0,1144,sqft,"14 Springflower Unit 46, Irvine, CA 92614",Irvine, CA 92614,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
534,929900,USD,Strategic Sales &amp; Mkt. Grp.Inc,New - 17 hours ago,4,3.5,1860,sqft,"157 Schick, Irvine, CA 92614",Irvine, CA 92614,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
535,2298000,USD,Re/Max Advanced Realty,New - 17 hours ago,5,4.5,4189,sqft,"104 Indian Summer, Irvine, CA 92602",Irvine, CA 92602,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
536,1098800,USD,Real Estate Ebroker Inc,New - 19 hours ago,3,2.5,1570,sqft,"60 Clouds Vw, Irvine, CA 92603",Irvine, CA 92603,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
537,735766,USD,California Pacific Homes,New - 19 hours ago,3,2.5,1445,sqft,"191 Elkhorn, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
538,959215,USD,California Pacific Homes,New - 19 hours ago,4,3.5,1940,sqft,"131 Soaring Eagle, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
539,838800,USD,Keller Williams Irvine,New,3,2.5,1904,sqft,"66 Modesto, Irvine, CA 92602",Irvine, CA 92602,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
540,1290000,USD,Realty ONE Group West,New,4,4.0,2653,sqft,"116 Doverwood, Irvine, CA 92620",Irvine, CA 92620,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
541,951464,USD,Richmond American Homes,New,4,3.0,2430,sqft,"135 Spectacle, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
542,3580000,USD,"Toll Brothers Real Estate, Inc",New,4,4.5,4931,sqft,"60 Gravity, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
543,3380000,USD,"Toll Brothers Real Estate, Inc",New,5,5.5,4625,sqft,"56 Gravity, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
544,2145995,USD,Toll Brothers,New,5,5.5,4627,sqft,"Alara at Altair 58 Gravity, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
545,1098000,USD,Coldwell Banker Platinum Prop.,New,4,4.0,2675,sqft,"29 Hallmark, Irvine, CA 92620",Irvine, CA 92620,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
546,950000,USD,First Team Real Estate,New,4,3.0,1875,sqft,"12 Bayfield, Irvine, CA 92614",Irvine, CA 92614,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
547,1820000,USD,"Liang Li, Realty",New,5,5.5,3936,sqft,"201 Radial, Irvine, CA 92618",Irvine, CA 92618,"136,35","78,56","77,62","96,82","77,65","4,29","22,95","35,66","209,83"
548,384900,USD,Think Real Estate,New - 3 hours ago,2,1.0,1284,sqft,"4311 NE 80th Ave, Portland, OR 97218",Portland, OR 97218,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
549,299900,USD,"eXp Realty, Inc. Oregon",New - 3 hours ago,2,1.0,1674,sqft,"6004 SE 136th Ave, Portland, OR 97236",Portland, OR 97236,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
550,405000,USD,ELEETE Real Estate,New - 3 hours ago,3,2.0,1123,sqft,"9620 N Edison St, Portland, OR 97203",Portland, OR 97203,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
551,499000,USD,Keller Williams-PDX Central,New - 3 hours ago,3,2.0,1478,sqft,"2425 SE Taggart St, Portland, OR 97202",Portland, OR 97202,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
552,665000,USD,@Home Property Group Llc,New - 5 hours ago,4,2.0,2398,sqft,"3155 NW Rio Vista Ter, Portland, OR 97210",Portland, OR 97210,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
553,245900,USD,Inhabit Real Estate Llc,New - 9 hours ago,1,1.0,577,sqft,"6804 SE 77th Ave, Portland, OR 97206",Portland, OR 97206,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
554,1850000,USD,Living Room Realty,New - 4 hours ago,5,4.5,4599,sqft,"5114 NE Wistaria Dr, Portland, OR 97213",Portland, OR 97213,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
555,750000,USD,Living Room Realty,New - 1 hour ago,3,2.5,2720,sqft,"5249 SW Dosch Rd, Portland, OR 97239",Portland, OR 97239,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
556,699000,USD,Oregon First,New - 2 hours ago,3,2.5,2138,sqft,"1106 SE Bidwell St, Portland, OR 97202",Portland, OR 97202,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
557,599000,USD,Redfin,New - 2 hours ago,5,2.0,3387,sqft,"3404 SE 51st Ave, Portland, OR 97206",Portland, OR 97206,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
558,699900,USD,Redfin,New - 2 hours ago,4,3.5,3052,sqft,"7251 SW 33rd Ave, Portland, OR 97219",Portland, OR 97219,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
559,365500,USD,Redfin,New - 14 mins ago,3,2.0,2132,sqft,"5615 SE 115th Ave, Portland, OR 97266",Portland, OR 97266,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
560,375000,USD,Windermere Realty Trust,New - 16 hours ago,3,2.5,1464,sqft,"8112 SE Taylor St, Portland, OR 97215",Portland, OR 97215,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
561,895000,USD,Portland Creative Realtors,New - 1 hour ago,3,3.0,2975,sqft,"2665 SW Brae Mar Ct, Portland, OR 97201",Portland, OR 97201,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
562,499000,USD,"Exp Realty, Llc",New - 18 hours ago,4,2.5,3215,sqft,"1344 NE Euclid Ave, Portland, OR 97213",Portland, OR 97213,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
563,385000,USD,Keller Williams-PDX Central,New - 7 mins ago,2,1.0,1744,sqft,"4119 NE 54th Ave, Portland, OR 97218",Portland, OR 97218,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
564,599900,USD,Living Room Realty,New - 3 hours ago,4,2.0,2680,sqft,"9232 N Syracuse St, Portland, OR 97203",Portland, OR 97203,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
565,569000,USD,More Realty,New - 2 hours ago,5,1.0,3160,sqft,"3344 NE 74th Ave, Portland, OR 97213",Portland, OR 97213,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
566,339900,USD,Portland Proper Real Estate,New - 20 hours ago,3,2.0,1422,sqft,"330 NE 148th Ave, Portland, OR 97230",Portland, OR 97230,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
567,200000,USD,Cascade Sotheby's International Realty,New - 9 hours ago,1,1.0,579,sqft,"255 SW Harrison St Apt 6A, Portland, OR 97201",Portland, OR 97201,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
568,1350000,USD,"Meadows Group Inc., Realtors",New - 9 hours ago,4,3.5,4336,sqft,"554 SW 48th Dr, Portland, OR 97221",Portland, OR 97221,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
569,385000,USD,Elite Realty,New - 15 hours ago,3,2.5,2164,sqft,"13207 SE Mall St, Portland, OR 97236",Portland, OR 97236,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
570,349000,USD,JOHN L. SCOTT REAL ESTATE - WOODSTOCK,New - 19 hours ago,3,1.0,1244,sqft,"3006 SE 112th Ave, Portland, OR 97266",Portland, OR 97266,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
571,474900,USD,City and State Real Estate,New - 15 hours ago,5,3.0,2732,sqft,"10737 SE Stephens St, Portland, OR 97216",Portland, OR 97216,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
572,229900,USD,Berkshire Hathaway Homeservices Real Estate Professionals,New - 2 hours ago,2,1.5,1088,sqft,"5559 SW Multnomah Blvd, Portland, OR 97219",Portland, OR 97219,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
573,305000,USD,Keller Williams Realty Profes.,New - 14 hours ago,2,1.0,764,sqft,"9216 SE Yamhill St, Portland, OR 97216",Portland, OR 97216,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
574,519000,USD,Rarebird Real Estate,New - 18 hours ago,3,1.5,2448,sqft,"121 NE Knott St, Portland, OR 97212",Portland, OR 97212,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
575,995000,USD,Rarebird Real Estate,New - 15 hours ago,4,3.5,5050,sqft,"6937 SW 31st Ave, Portland, OR 97219",Portland, OR 97219,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
576,579000,USD,Rarebird Real Estate,New - 15 hours ago,4,2.0,2632,sqft,"2933 NE 31st Ave, Portland, OR 97212",Portland, OR 97212,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
577,429900,USD,Redfin,New - 44 mins ago,3,2.5,1660,sqft,"5816 SE 77th Ave, Portland, OR 97206",Portland, OR 97206,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
578,559900,USD,"Meadows Group Inc., Realtors",New - 20 hours ago,4,3.0,2449,sqft,"7414 SE 105th Ave, Portland, OR 97266",Portland, OR 97266,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
579,599900,USD,Think Real Estate,New - 11 hours ago,2,2.0,1980,sqft,"2378 NW Birkendene St, Portland, OR 97229",Portland, OR 97229,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
580,299000,USD,More Realty,New - 16 hours ago,2,1.0,946,sqft,"1434 N Bryant St Unit 5, Portland, OR 97217",Portland, OR 97217,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
581,389950,USD,Windermere Happy Valley,New - 16 hours ago,2,1.0,1320,sqft,"4627 SE 58th Ave, Portland, OR 97206",Portland, OR 97206,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
582,414900,USD,John L. Scott Portland Northeast,New - 12 hours ago,3,2.5,1660,sqft,"4555 NE 83rd Ave, Portland, OR 97220",Portland, OR 97220,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
583,600000,USD,Paris Group Realty LLC,New - 14 hours ago,3,1.5,2128,sqft,"3027 SE Main St, Portland, OR 97214",Portland, OR 97214,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
584,499900,USD,Keller Williams Realty Portland Premiere,New - 35 mins ago,3,2.5,1489,sqft,"4448 SE Evergreen St, Portland, OR 97206",Portland, OR 97206,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
585,669900,USD,Harcourts Real Estate Network Group,New - 14 hours ago,4,2.0,2185,sqft,"8102 SW 39th Ave, Portland, OR 97219",Portland, OR 97219,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
586,664900,USD,Redfin,New - 12 hours ago,3,2.0,2864,sqft,"3764 SE Harrison St, Portland, OR 97214",Portland, OR 97214,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
587,449900,USD,"Premiere Property Group, Llc",New - 53 mins ago,3,1.0,2112,sqft,"414 NE 71st Ave, Portland, OR 97213",Portland, OR 97213,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
588,425000,USD,Coldwell Banker Bain of Portland Uptown,New - 20 hours ago,3,2.5,1506,sqft,"7517 NE Irving St, Portland, OR 97213",Portland, OR 97213,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
589,379000,USD,Keller Williams-PDX Central,New - 1 hour ago,2,2.5,1095,sqft,"7346 N Curtis Ave, Portland, OR 97217",Portland, OR 97217,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
590,540000,USD,Keller Williams Realty Profes.,New - 20 hours ago,3,2.0,1874,sqft,"6818 N Campbell Ave, Portland, OR 97217",Portland, OR 97217,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
591,425000,USD,Windermere Realty Trust,New - 18 hours ago,3,3.0,1934,sqft,"1106 NE 188th Pl, Portland, OR 97230",Portland, OR 97230,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
592,399000,USD,Keller Williams-PDX Central,New - 1 hour ago,2,2.5,1095,sqft,"7333 N Villard Ave, Portland, OR 97217",Portland, OR 97217,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
593,849000,USD,"Jones Group Realtors, Llc",New - 9 hours ago,1,1.5,1451,sqft,"420 NW 11th Ave Unit 1105, Portland, OR 97209",Portland, OR 97209,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
594,295000,USD,"Premiere Property Group, LLC",New - 26 mins ago,2,2.5,1387,sqft,"428 NE Roth St, Portland, OR 97211",Portland, OR 97211,"106,26","48,43","73,18","89,56","77,98","4,61","33,38","30,98","176,09"
